ndvi,rainfall_mm,temperature_c,solar_radiation,land_area_ha,crop_type,harvest_days,yield_ton_per_ha,risk_level,provinsi,tahun,data_source,ndvi_source,produksi_ton,luas_panen_ha
0.52,263.3,26.0,17.6,2.0,jagung,100,7.648,low,SUMATERA SELATAN,2022,nasa_power,seasonal_estimate,460321.0,60187.0
0.52,359.4,25.8,17.0,2.0,jagung,100,6.888,low,BENGKULU,2022,nasa_power,seasonal_estimate,71756.0,10417.0
0.52,174.9,26.7,16.5,2.0,jagung,100,6.446,low,LAMPUNG,2022,nasa_power,seasonal_estimate,1443096.0,223860.0
0.52,239.3,27.3,16.2,2.0,jagung,100,4.095,medium,KEPULAUAN BANGKA BELITUNG,2022,nasa_power,seasonal_estimate,258.0,63.0
0.52,186.3,28.0,17.1,2.0,jagung,100,4.2,medium,KEPULAUAN RIAU,2022,nasa_power,seasonal_estimate,12.6,3.0
0.57,281.0,21.5,16.8,2.0,jagung,100,7.598,low,JAWA BARAT,2022,nasa_power,seasonal_estimate,727068.0,95690.0
0.57,212.1,25.8,17.1,2.0,jagung,100,5.994,low,JAWA TENGAH,2022,nasa_power,seasonal_estimate,2424371.0,404493.0
0.57,221.5,25.9,17.1,2.0,jagung,100,5.074,low,DAERAH ISTIMEWA YOGYAKARTA,2022,nasa_power,seasonal_estimate,218046.0,42975.0
0.57,207.3,26.0,17.4,2.0,jagung,100,6.059,low,JAWA TIMUR,2022,nasa_power,seasonal_estimate,4952603.0,817449.0
0.57,217.7,25.5,16.0,2.0,jagung,100,7.676,low,BANTEN,2022,nasa_power,seasonal_estimate,9603.0,1251.0
0.57,183.2,25.3,19.1,2.0,jagung,100,5.157,low,BALI,2022,nasa_power,seasonal_estimate,53206.0,10317.0
0.52,129.0,26.3,19.8,2.0,jagung,100,7.252,low,NUSA TENGGARA BARAT,2022,nasa_power,seasonal_estimate,1421922.0,196065.0
0.52,184.0,26.6,20.0,2.0,jagung,100,2.585,high,NUSA TENGGARA TIMUR,2022,nasa_power,seasonal_estimate,293719.0,113625.0
0.52,348.0,25.9,17.4,2.0,jagung,100,4.381,medium,KALIMANTAN BARAT,2022,nasa_power,seasonal_estimate,71717.0,16371.0
0.52,279.2,26.8,17.4,2.0,jagung,100,4.818,low,KALIMANTAN TENGAH,2022,nasa_power,seasonal_estimate,35934.0,7459.0
