ndvi,rainfall_mm,temperature_c,solar_radiation,land_area_ha,crop_type,harvest_days,yield_ton_per_ha,risk_level,provinsi,tahun,data_source,ndvi_source,produksi_ton,luas_panen_ha
0.72,287.0,24.1,16.6,2.0,padi,110,2.717,high,PAPUA BARAT,2024,nasa_power,seasonal_estimate,988.64,363.87
0.72,218.4,23.7,15.3,2.0,padi,110,4.314,medium,PAPUA,2024,nasa_power,seasonal_estimate,4609.95,1068.57
0.72,370.4,26.4,15.7,2.0,padi,110,4.617,low,PAPUA SELATAN,2024,nasa_power,seasonal_estimate,217789.62,47168.57
0.72,356.4,19.7,16.5,2.0,padi,110,4.228,medium,PAPUA TENGAH,2024,nasa_power,seasonal_estimate,6072.38,1436.12
0.72,183.5,14.2,17.4,2.0,padi,110,4.387,medium,PAPUA PEGUNUNGAN,2024,nasa_power,seasonal_estimate,42.38,9.66
0.72,284.8,19.8,16.8,2.0,padi,110,5.704,low,ACEH,2025,nasa_power,seasonal_estimate,1615200.08,283182.01
0.72,301.0,22.0,16.9,2.0,padi,110,5.145,low,SUMATERA UTARA,2025,nasa_power,seasonal_estimate,2752655.35,535009.2
0.72,330.8,23.4,16.7,2.0,padi,110,4.867,low,SUMATERA BARAT,2025,nasa_power,seasonal_estimate,1382696.68,284075.59
0.72,299.4,26.2,16.8,2.0,padi,110,3.9,medium,RIAU,2025,nasa_power,seasonal_estimate,232071.27,59502.09
0.72,226.4,26.3,15.7,2.0,padi,110,4.576,low,JAMBI,2025,nasa_power,seasonal_estimate,367791.0,80373.17
0.72,271.4,26.2,17.2,2.0,padi,110,5.7,low,SUMATERA SELATAN,2025,nasa_power,seasonal_estimate,3627022.14,636315.64
0.72,359.0,26.0,16.7,2.0,padi,110,5.161,low,BENGKULU,2025,nasa_power,seasonal_estimate,266567.39,51653.87
0.72,211.7,27.0,16.8,2.0,padi,110,5.457,low,LAMPUNG,2025,nasa_power,seasonal_estimate,3252627.27,596017.07
0.72,210.0,27.6,16.4,2.0,padi,110,3.948,medium,KEPULAUAN BANGKA BELITUNG,2025,nasa_power,seasonal_estimate,64303.5,16286.54
0.72,168.4,28.1,16.9,2.0,padi,110,3.185,high,KEPULAUAN RIAU,2025,nasa_power,seasonal_estimate,688.29,216.07
0.77,240.4,27.6,16.2,2.0,padi,110,5.438,low,DAERAH KHUSUS IBUKOTA JAKARTA,2025,nasa_power,seasonal_estimate,1487.45,273.54
0.77,270.8,21.7,17.1,2.0,padi,110,5.826,low,JAWA BARAT,2025,nasa_power,seasonal_estimate,10226653.75,1755300.24
0.77,246.7,25.9,17.1,2.0,padi,110,5.555,low,JAWA TENGAH,2025,nasa_power,seasonal_estimate,9304062.84,1674994.11
0.77,243.6,26.2,17.1,2.0,padi,110,5.106,low,DAERAH ISTIMEWA YOGYAKARTA,2025,nasa_power,seasonal_estimate,547510.1,107224.23
0.77,214.5,26.5,17.6,2.0,padi,110,5.669,low,JAWA TIMUR,2025,nasa_power,seasonal_estimate,10438360.58,1841346.29
0.77,239.8,25.8,16.2,2.0,padi,110,5.136,low,BANTEN,2025,nasa_power,seasonal_estimate,1774016.87,345420.54
0.77,190.0,25.4,18.8,2.0,padi,110,6.095,low,BALI,2025,nasa_power,seasonal_estimate,587866.28,96444.3
0.72,143.0,26.3,19.5,2.0,padi,110,5.292,low,NUSA TENGGARA BARAT,2025,nasa_power,seasonal_estimate,1708618.85,322895.73
0.72,126.2,27.0,19.5,2.0,padi,110,4.566,low,NUSA TENGGARA TIMUR,2025,nasa_power,seasonal_estimate,968324.36,212089.62
0.72,294.9,26.0,17.3,2.0,padi,110,2.875,high,KALIMANTAN BARAT,2025,nasa_power,seasonal_estimate,757829.16,263551.49
0.72,290.9,26.9,17.0,2.0,padi,110,3.432,medium,KALIMANTAN TENGAH,2025,nasa_power,seasonal_estimate,333428.63,97151.49
0.72,260.7,26.6,16.3,2.0,padi,110,4.062,medium,KALIMANTAN SELATAN,2025,nasa_power,seasonal_estimate,1179338.37,290332.45
0.72,244.6,25.8,16.5,2.0,padi,110,4.072,medium,KALIMANTAN TIMUR,2025,nasa_power,seasonal_estimate,270866.92,66517.91
0.72,301.9,23.4,17.3,2.0,padi,110,3.726,medium,KALIMANTAN UTARA,2025,nasa_power,seasonal_estimate,38038.08,10209.52
0.72,218.0,24.5,18.3,2.0,padi,110,4.425,low,SULAWESI UTARA,2025,nasa_power,seasonal_estimate,265111.82,59912.14
0.72,213.3,21.9,16.9,2.0,padi,110,4.64,low,SULAWESI TENGAH,2025,nasa_power,seasonal_estimate,920086.08,198289.64
0.72,185.9,23.2,18.3,2.0,padi,110,5.248,low,SULAWESI SELATAN,2025,nasa_power,seasonal_estimate,5466592.36,1041700.68
0.72,159.1,26.7,17.2,2.0,padi,110,4.485,low,SULAWESI TENGGARA,2025,nasa_power,seasonal_estimate,680820.2,151810.91
0.72,237.8,26.0,18.3,2.0,padi,110,5.217,low,GORONTALO,2025,nasa_power,seasonal_estimate,281171.26,53896.54
0.72,150.9,20.8,16.8,2.0,padi,110,5.21,low,SULAWESI BARAT,2025,nasa_power,seasonal_estimate,386084.41,74097.88
0.72,310.4,26.8,16.1,2.0,padi,110,4.268,medium,MALUKU,2025,nasa_power,seasonal_estimate,103818.57,24322.69
0.72,224.9,27.1,17.5,2.0,padi,110,3.402,medium,MALUKU UTARA,2025,nasa_power,seasonal_estimate,22641.62,6655.16
0.72,277.6,23.7,16.3,2.0,padi,110,5.019,low,PAPUA BARAT,2025,nasa_power,seasonal_estimate,13365.79,2663.07
0.72,277.6,23.7,16.3,2.0,padi,110,2.675,high,PAPUA BARAT,2025,nasa_power,seasonal_estimate,830.38,310.47
0.72,455.1,23.5,15.8,2.0,padi,110,4.299,medium,PAPUA,2025,nasa_power,seasonal_estimate,1859.06,432.47
0.72,357.2,26.2,16.3,2.0,padi,110,4.564,low,PAPUA SELATAN,2025,nasa_power,seasonal_estimate,362542.11,79433.92
0.72,538.7,19.3,16.8,2.0,padi,110,3.808,medium,PAPUA TENGAH,2025,nasa_power,seasonal_estimate,3805.44,999.22
0.72,379.6,13.6,17.8,2.0,padi,110,1.136,high,PAPUA PEGUNUNGAN,2025,nasa_power,seasonal_estimate,89.42,78.73
